id,web_name,first name,last name,team_code,team_name,full_name
234,Shackleton,Jamie,Shackleton,11,Leeds United,Jamie Shackleton
235,Struijk,Pascal,Struijk,11,Leeds United,Pascal Struijk
236,Klaesson,Kristoffer,Klaesson,11,Leeds United,Kristoffer Klaesson
237,Greenwood,Sam,Greenwood,11,Leeds United,Sam Greenwood
238,Meslier,Illan,Meslier,11,Leeds United,Illan Meslier
239,Firpo,Junior,Firpo Adames,11,Leeds United,Junior Firpo Adames
240,Summerville,Crysencio,Summerville,11,Leeds United,Crysencio Summerville
241,Bate,Lewis,Bate,11,Leeds United,Lewis Bate
242,Gelhardt,Joe,Gelhardt,11,Leeds United,Joe Gelhardt
243,Hjelde,Leo Fuhr,Hjelde,11,Leeds United,Leo Fuhr Hjelde
244,Kristensen,Rasmus,Kristensen,11,Leeds United,Rasmus Kristensen
245,Roca,Marc,Roca Junqué,11,Leeds United,Marc Roca Junqué
246,Aaronson,Brenden,Aaronson,11,Leeds United,Brenden Aaronson
247,Gyabi,Darko,Gyabi,11,Leeds United,Darko Gyabi
506,Adams,Tyler,Adams,11,Leeds United,Tyler Adams
508,Sinisterra,Luis,Sinisterra Lucumí,11,Leeds United,Luis Sinisterra Lucumí
547,Drameh,Cody,Drameh,11,Leeds United,Cody Drameh
565,Gray,Archie,Gray,11,Leeds United,Archie Gray
578,Robles,Joel,Robles,11,Leeds United,Joel Robles
619,Gnonto,Wilfried,Gnonto,11,Leeds United,Wilfried Gnonto
659,Mateo Joseph,Mateo Joseph,Fernández,11,Leeds United,Mateo Joseph Fernández
663,Perkins,Sonny,Perkins,11,Leeds United,Sonny Perkins
274,Milner,James,Milner,12,Liverpool,James Milner
275,Henderson,Jordan,Henderson,12,Liverpool,Jordan Henderson
276,Matip,Joel,Matip,12,Liverpool,Joel Matip
277,Thiago,Thiago,Alcántara do Nascimento,12,Liverpool,Thiago Alcántara do Nascimento
278,Chamberlain,Alex,Oxlade-Chamberlain,12,Liverpool,Alex Oxlade-Chamberlain
279,Firmino,Roberto,Firmino,12,Liverpool,Roberto Firmino
280,Van Dijk,Virgil,van Dijk,12,Liverpool,Virgil van Dijk
281,Alisson,Alisson,Ramses Becker,12,Liverpool,Alisson Ramses Becker
282,Fabinho,Fabio Henrique,Tavares,12,Liverpool,Fabio Henrique Tavares
283,Salah,Mohamed,Salah,12,Liverpool,Mohamed Salah
284,Robertson,Andrew,Robertson,12,Liverpool,Andrew Robertson
285,Alexander-Arnold,Trent,Alexander-Arnold,12,Liverpool,Trent Alexander-Arnold
286,Gomez,Joseph,Gomez,12,Liverpool,Joseph Gomez
287,Keita,Naby,Keita,12,Liverpool,Naby Keita
288,Diogo Jota,Diogo,Teixeira da Silva,12,Liverpool,Diogo Teixeira da Silva
289,Kelleher,Caoimhin,Kelleher,12,Liverpool,Caoimhin Kelleher
290,Konaté,Ibrahima,Konaté,12,Liverpool,Ibrahima Konaté
291,Jones,Curtis,Jones,12,Liverpool,Curtis Jones
292,Tsimikas,Konstantinos,Tsimikas,12,Liverpool,Konstantinos Tsimikas
293,Luis Díaz,Luis,Díaz,12,Liverpool,Luis Díaz
294,Elliott,Harvey,Elliott,12,Liverpool,Harvey Elliott
296,Carvalho,Fábio,Freitas Gouveia Carvalho,12,Liverpool,Fábio Freitas Gouveia Carvalho
297,Darwin,Darwin,Núñez Ribeiro,12,Liverpool,Darwin Núñez Ribeiro
298,Ramsay,Calvin,Ramsay,12,Liverpool,Calvin Ramsay
497,Adrián,Adrián,San Miguel del Castillo,12,Liverpool,Adrián San Miguel del Castillo
498,R.Williams,Rhys,Williams,12,Liverpool,Rhys Williams
499,Davies,Ben,Davies,12,Liverpool,Ben Davies
500,Van den Berg,Sepp,van den Berg,12,Liverpool,Sepp van den Berg
501,Phillips,Nathaniel,Phillips,12,Liverpool,Nathaniel Phillips
563,Chambers,Luke,Chambers,12,Liverpool,Luke Chambers
564,Bajcetic,Stefan,Bajcetic,12,Liverpool,Stefan Bajcetic
584,Clark,Bobby,Clark,12,Liverpool,Bobby Clark
592,H.Davies,Harvey,Davies,12,Liverpool,Harvey Davies
620,Arthur,Arthur Henrique,Ramos de Oliveira Melo,12,Liverpool,Arthur Henrique Ramos de Oliveira Melo
665,Doak,Ben,Doak,12,Liverpool,Ben Doak
299,Walker,Kyle,Walker,13,Manchester City,Kyle Walker
300,Gündogan,Ilkay,Gündogan,13,Manchester City,Ilkay Gündogan
301,De Bruyne,Kevin,De Bruyne,13,Manchester City,Kevin De Bruyne
302,Stones,John,Stones,13,Manchester City,John Stones
303,Mahrez,Riyad,Mahrez,13,Manchester City,Riyad Mahrez
305,Grealish,Jack,Grealish,13,Manchester City,Jack Grealish
306,Cancelo,João,Cancelo,13,Manchester City,João Cancelo
307,Ederson,Ederson,Santana de Moraes,13,Manchester City,Ederson Santana de Moraes
308,Aké,Nathan,Aké,13,Manchester City,Nathan Aké
309,Laporte,Aymeric,Laporte,13,Manchester City,Aymeric Laporte
310,Steffen,Zack,Steffen,13,Manchester City,Zack Steffen
311,Bernardo,Bernardo,Veiga de Carvalho e Silva,13,Manchester City,Bernardo Veiga de Carvalho e Silva
312,Dias,Rúben,Gato Alves Dias,13,Manchester City,Rúben Gato Alves Dias
314,Foden,Phil,Foden,13,Manchester City,Phil Foden
315,Rodri,Rodrigo,Hernandez,13,Manchester City,Rodrigo Hernandez
316,Palmer,Cole,Palmer,13,Manchester City,Cole Palmer
317,McAtee,James,McAtee,13,Manchester City,James McAtee
318,Haaland,Erling,Haaland,13,Manchester City,Erling Haaland
319,Álvarez,Julián,Álvarez,13,Manchester City,Julián Álvarez
320,Mbete,Luke,Mbete-Tabu,13,Manchester City,Luke Mbete-Tabu
322,Wilson-Esbrand,Josh,Wilson-Esbrand,13,Manchester City,Josh Wilson-Esbrand
323,Delap,Liam,Delap,13,Manchester City,Liam Delap
324,Ortega,Stefan,Ortega Moreno,13,Manchester City,Stefan Ortega Moreno
325,Phillips,Kalvin,Phillips,13,Manchester City,Kalvin Phillips
502,Carson,Scott,Carson,13,Manchester City,Scott Carson
573,Lewis,Rico,Lewis,13,Manchester City,Rico Lewis
587,Sergio Gómez,Sergio,Gómez,13,Manchester City,Sergio Gómez
599,Gomes,Claudio,Gomes,13,Manchester City,Claudio Gomes
600,Knight,Ben,Knight,13,Manchester City,Ben Knight
610,Akanji,Manuel,Akanji,13,Manchester City,Manuel Akanji
326,Ronaldo,Cristiano Ronaldo,dos Santos Aveiro,14,Manchester United,Cristiano Ronaldo dos Santos Aveiro
327,De Gea,David,De Gea Quintana,14,Manchester United,David De Gea Quintana
328,Jones,Phil,Jones,14,Manchester United,Phil Jones
329,Varane,Raphaël,Varane,14,Manchester United,Raphaël Varane
330,Maguire,Harry,Maguire,14,Manchester United,Harry Maguire
331,Fred,Frederico,Rodrigues de Paula Santos,14,Manchester United,Frederico Rodrigues de Paula Santos
332,Shaw,Luke,Shaw,14,Manchester United,Luke Shaw
333,Fernandes,Bruno,Borges Fernandes,14,Manchester United,Bruno Borges Fernandes
334,Telles,Alex,Telles,14,Manchester United,Alex Telles
335,Rashford,Marcus,Rashford,14,Manchester United,Marcus Rashford
336,Van de Beek,Donny,van de Beek,14,Manchester United,Donny van de Beek
337,Lindelöf,Victor,Lindelöf,14,Manchester United,Victor Lindelöf
338,McTominay,Scott,McTominay,14,Manchester United,Scott McTominay
339,Bailly,Eric,Bailly,14,Manchester United,Eric Bailly
340,Sancho,Jadon,Sancho,14,Manchester United,Jadon Sancho
341,Wan-Bissaka,Aaron,Wan-Bissaka,14,Manchester United,Aaron Wan-Bissaka
342,Dalot,Diogo,Dalot Teixeira,14,Manchester United,Diogo Dalot Teixeira
343,B.Williams,Brandon,Williams,14,Manchester United,Brandon Williams
344,Elanga,Anthony,Elanga,14,Manchester United,Anthony Elanga
345,Martial,Anthony,Martial,14,Manchester United,Anthony Martial
347,Pellistri,Facundo,Pellistri Rebollo,14,Manchester United,Facundo Pellistri Rebollo
348,Heaton,Tom,Heaton,14,Manchester United,Tom Heaton
355,Dubravka,Martin,Dubravka,14,Manchester United,Martin Dubravka
504,Malacia,Tyrell,Malacia,14,Manchester United,Tyrell Malacia
519,Eriksen,Christian,Eriksen,14,Manchester United,Christian Eriksen
533,Martínez,Lisandro,Martínez,14,Manchester United,Lisandro Martínez
550,Amad,Amad,Diallo,14,Manchester United,Amad Diallo
551,Iqbal,Zidane,Iqbal,14,Manchester United,Zidane Iqbal
569,Garnacho,Alejandro,Garnacho,14,Manchester United,Alejandro Garnacho
593,Casemiro,Carlos Henrique,Casimiro,14,Manchester United,Carlos Henrique Casimiro
609,Antony,Antony Matheus,dos Santos,14,Manchester United,Antony Matheus dos Santos
615,Kovár,Matej,Kovár,14,Manchester United,Matej Kovár
643,Mainoo,Kobbie,Mainoo,14,Manchester United,Kobbie Mainoo
656,Bishop,Nathan,Bishop,14,Manchester United,Nathan Bishop
660,Shoretire,Shola,Shoretire,14,Manchester United,Shola Shoretire
349,Shelvey,Jonjo,Shelvey,15,Newcastle United,Jonjo Shelvey
350,Ritchie,Matt,Ritchie,15,Newcastle United,Matt Ritchie
351,Fernández,Federico,Fernández,15,Newcastle United,Federico Fernández
352,Clark,Ciaran,Clark,15,Newcastle United,Ciaran Clark
353,Darlow,Karl,Darlow,15,Newcastle United,Karl Darlow
354,Wood,Chris,Wood,15,Newcastle United,Chris Wood
356,Wilson,Callum,Wilson,15,Newcastle United,Callum Wilson
357,Trippier,Kieran,Trippier,15,Newcastle United,Kieran Trippier
358,Burn,Dan,Burn,15,Newcastle United,Dan Burn
359,Fraser,Ryan,Fraser,15,Newcastle United,Ryan Fraser
360,Lascelles,Jamaal,Lascelles,15,Newcastle United,Jamaal Lascelles
361,Gayle,Dwight,Gayle,15,Newcastle United,Dwight Gayle
362,Dummett,Paul,Dummett,15,Newcastle United,Paul Dummett
363,Manquillo,Javier,Manquillo Gaitán,15,Newcastle United,Javier Manquillo Gaitán
364,Krafth,Emil,Krafth,15,Newcastle United,Emil Krafth
365,Murphy,Jacob,Murphy,15,Newcastle United,Jacob Murphy
366,Schär,Fabian,Schär,15,Newcastle United,Fabian Schär
367,Targett,Matt,Targett,15,Newcastle United,Matt Targett
368,Saint-Maximin,Allan,Saint-Maximin,15,Newcastle United,Allan Saint-Maximin
369,Almirón,Miguel,Almirón Rejala,15,Newcastle United,Miguel Almirón Rejala
370,S.Longstaff,Sean,Longstaff,15,Newcastle United,Sean Longstaff
371,Joelinton,Joelinton Cássio,Apolinário de Lira,15,Newcastle United,Joelinton Cássio Apolinário de Lira
372,Lewis,Jamal,Lewis,15,Newcastle United,Jamal Lewis
373,Willock,Joe,Willock,15,Newcastle United,Joe Willock
374,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,15,Newcastle United,Bruno Guimarães Rodriguez Moura
375,Hendrick,Jeff,Hendrick,15,Newcastle United,Jeff Hendrick
376,Pope,Nick,Pope,15,Newcastle United,Nick Pope
377,Botman,Sven,Botman,15,Newcastle United,Sven Botman
552,Anderson,Elliot,Anderson,15,Newcastle United,Elliot Anderson
594,Isak,Alexander,Isak,15,Newcastle United,Alexander Isak
626,Karius,Loris,Karius,15,Newcastle United,Loris Karius
295,N.Williams,Neco,Williams,16,Nottingham Forest,Neco Williams
378,Arter,Harry,Arter,16,Nottingham Forest,Harry Arter
379,Cook,Steve,Cook,16,Nottingham Forest,Steve Cook
380,Lyle Taylor,Lyle,Taylor,16,Nottingham Forest,Lyle Taylor
381,Colback,Jack,Colback,16,Nottingham Forest,Jack Colback
382,Samba,Brice,Samba,16,Nottingham Forest,Brice Samba
383,Cafú,Carlos,Ribeiro Dias,16,Nottingham Forest,Carlos Ribeiro Dias
384,Lolley,Joe,Lolley,16,Nottingham Forest,Joe Lolley
385,McKenna,Scott,McKenna,16,Nottingham Forest,Scott McKenna
386,Dräger,Mohamed,Dräger,16,Nottingham Forest,Mohamed Dräger
387,Yates,Ryan,Yates,16,Nottingham Forest,Ryan Yates
388,Worrall,Joe,Worrall,16,Nottingham Forest,Joe Worrall
389,Panzo,Jonathan,Panzo,16,Nottingham Forest,Jonathan Panzo
390,Xande Silva,Xande,Nascimento da Costa Silva,16,Nottingham Forest,Xande Nascimento da Costa Silva
391,Surridge,Sam,Surridge,16,Nottingham Forest,Sam Surridge
392,Laryea,Richie,Laryea,16,Nottingham Forest,Richie Laryea
393,Mbe Soh,Loïc,Mbe Soh,16,Nottingham Forest,Loïc Mbe Soh
394,Johnson,Brennan,Johnson,16,Nottingham Forest,Brennan Johnson
395,Mighten,Alex,Mighten,16,Nottingham Forest,Alex Mighten
396,Ojeda,Braian,Ojeda Rodríguez,16,Nottingham Forest,Braian Ojeda Rodríguez
397,Awoniyi,Taiwo,Awoniyi,16,Nottingham Forest,Taiwo Awoniyi
398,Henderson,Dean,Henderson,16,Nottingham Forest,Dean Henderson
399,Biancone,Giulian,Biancone,16,Nottingham Forest,Giulian Biancone
474,Boly,Willy,Boly,16,Nottingham Forest,Willy Boly
493,Gibbs-White,Morgan,Gibbs-White,16,Nottingham Forest,Morgan Gibbs-White
507,Niakhaté,Moussa,Niakhaté,16,Nottingham Forest,Moussa Niakhaté
511,Richards,Omar,Richards,16,Nottingham Forest,Omar Richards
518,Hennessey,Wayne,Hennessey,16,Nottingham Forest,Wayne Hennessey
523,Toffolo,Harry,Toffolo,16,Nottingham Forest,Harry Toffolo
524,O'Brien,Lewis,O'Brien,16,Nottingham Forest,Lewis O'Brien
527,Lingard,Jesse,Lingard,16,Nottingham Forest,Jesse Lingard
536,Mangala,Orel,Mangala,16,Nottingham Forest,Orel Mangala
553,Hammond,Oliver,Hammond,16,Nottingham Forest,Oliver Hammond
582,Freuler,Remo,Freuler,16,Nottingham Forest,Remo Freuler
583,Kouyaté,Cheikhou,Kouyaté,16,Nottingham Forest,Cheikhou Kouyaté
585,Dennis,Emmanuel,Dennis,16,Nottingham Forest,Emmanuel Dennis
602,Renan Lodi,Renan Augusto,Lodi dos Santos,16,Nottingham Forest,Renan Augusto Lodi dos Santos
621,Badé,Loïc,Badé,16,Nottingham Forest,Loïc Badé
628,Aurier,Serge,Aurier,16,Nottingham Forest,Serge Aurier
666,Dale Taylor,Dale,Taylor,16,Nottingham Forest,Dale Taylor
21,Maitland-Niles,Ainsley,Maitland-Niles,17,Southampton,Ainsley Maitland-Niles
321,Lavia,Roméo,Lavia,17,Southampton,Roméo Lavia
400,Walcott,Theo,Walcott,17,Southampton,Theo Walcott
401,McCarthy,Alex,McCarthy,17,Southampton,Alex McCarthy
402,Romeu,Oriol,Romeu Vidal,17,Southampton,Oriol Romeu Vidal
403,Redmond,Nathan,Redmond,17,Southampton,Nathan Redmond
405,S.Armstrong,Stuart,Armstrong,17,Southampton,Stuart Armstrong
406,Elyounoussi,Mohamed,Elyounoussi,17,Southampton,Mohamed Elyounoussi
407,Ward-Prowse,James,Ward-Prowse,17,Southampton,James Ward-Prowse
408,A.Armstrong,Adam,Armstrong,17,Southampton,Adam Armstrong
409,Walker-Peters,Kyle,Walker-Peters,17,Southampton,Kyle Walker-Peters
411,Adams,Che,Adams,17,Southampton,Che Adams
412,Tella,Nathan,Tella,17,Southampton,Nathan Tella
413,Lyanco,Lyanco,Silveira Neves Vojnovic,17,Southampton,Lyanco Silveira Neves Vojnovic
414,Valery,Yan,Valery,17,Southampton,Yan Valery
415,Smallbone,Will,Smallbone,17,Southampton,Will Smallbone
416,Diallo,Ibrahima,Diallo,17,Southampton,Ibrahima Diallo
417,Perraud,Romain,Perraud,17,Southampton,Romain Perraud
418,Djenepo,Moussa,Djenepo,17,Southampton,Moussa Djenepo
419,Livramento,Tino,Livramento,17,Southampton,Tino Livramento
420,Salisu,Mohammed,Salisu,17,Southampton,Mohammed Salisu
421,Lis,Mateusz,Lis,17,Southampton,Mateusz Lis
422,Bazunu,Gavin,Bazunu,17,Southampton,Gavin Bazunu
423,Bella-Kotchap,Armel,Bella-Kotchap,17,Southampton,Armel Bella-Kotchap
424,Caballero,Willy,Caballero,17,Southampton,Willy Caballero
512,Aribo,Joe,Ayodele-Aribo,17,Southampton,Joe Ayodele-Aribo
528,Mara,Sékou,Mara,17,Southampton,Sékou Mara
622,Larios,Juan,Larios López,17,Southampton,Juan Larios López
623,Caleta-Car,Duje,Caleta-Car,17,Southampton,Duje Caleta-Car
624,Edozie,Samuel,Edozie,17,Southampton,Samuel Edozie
647,Payne,Lewis,Payne,17,Southampton,Lewis Payne
648,Finnigan,Ryan,Finnigan,17,Southampton,Ryan Finnigan
425,Lloris,Hugo,Lloris,18,Tottenham Hotspur,Hugo Lloris
426,Forster,Fraser,Forster,18,Tottenham Hotspur,Fraser Forster
427,Kane,Harry,Kane,18,Tottenham Hotspur,Harry Kane
428,Son,Son,Heung-min,18,Tottenham Hotspur,Son Heung-min
429,Doherty,Matt,Doherty,18,Tottenham Hotspur,Matt Doherty
430,Dier,Eric,Dier,18,Tottenham Hotspur,Eric Dier
431,Lucas Moura,Lucas,Rodrigues Moura da Silva,18,Tottenham Hotspur,Lucas Rodrigues Moura da Silva
432,Davies,Ben,Davies,18,Tottenham Hotspur,Ben Davies
433,Højbjerg,Pierre-Emile,Højbjerg,18,Tottenham Hotspur,Pierre-Emile Højbjerg
434,Winks,Harry,Winks,18,Tottenham Hotspur,Harry Winks
435,Sánchez,Davinson,Sánchez,18,Tottenham Hotspur,Davinson Sánchez
436,R.Sessegnon,Ryan,Sessegnon,18,Tottenham Hotspur,Ryan Sessegnon
437,Bergwijn,Steven,Bergwijn,18,Tottenham Hotspur,Steven Bergwijn
438,Reguilón,Sergio,Reguilón,18,Tottenham Hotspur,Sergio Reguilón
439,Tanganga,Japhet,Tanganga,18,Tottenham Hotspur,Japhet Tanganga
440,Bentancur,Rodrigo,Bentancur,18,Tottenham Hotspur,Rodrigo Bentancur
441,Skipp,Oliver,Skipp,18,Tottenham Hotspur,Oliver Skipp
442,Rodon,Joe,Rodon,18,Tottenham Hotspur,Joe Rodon
443,Romero,Cristian,Romero,18,Tottenham Hotspur,Cristian Romero
444,Bissouma,Yves,Bissouma,18,Tottenham Hotspur,Yves Bissouma
445,Emerson Royal,Emerson,Leite de Souza Junior,18,Tottenham Hotspur,Emerson Leite de Souza Junior
446,Kulusevski,Dejan,Kulusevski,18,Tottenham Hotspur,Dejan Kulusevski
447,Scarlett,Dane,Scarlett,18,Tottenham Hotspur,Dane Scarlett
448,Perišić,Ivan,Perišić,18,Tottenham Hotspur,Ivan Perišić
449,White,Harvey,White,18,Tottenham Hotspur,Harvey White
450,Sarr,Pape Matar,Sarr,18,Tottenham Hotspur,Pape Matar Sarr
451,Austin,Brandon,Austin,18,Tottenham Hotspur,Brandon Austin
452,Devine,Alfie,Devine,18,Tottenham Hotspur,Alfie Devine
453,Parrott,Troy,Parrott,18,Tottenham Hotspur,Troy Parrott
454,Richarlison,Richarlison,de Andrade,18,Tottenham Hotspur,Richarlison de Andrade
513,Lenglet,Clément,Lenglet,18,Tottenham Hotspur,Clément Lenglet
522,Spence,Djed,Spence,18,Tottenham Hotspur,Djed Spence
554,Bryan,Bryan,Gil Salvatierra,18,Tottenham Hotspur,Bryan Gil Salvatierra
455,Fabianski,Lukasz,Fabianski,19,West Ham United,Lukasz Fabianski
456,Ogbonna,Angelo,Ogbonna,19,West Ham United,Angelo Ogbonna
457,Cresswell,Aaron,Cresswell,19,West Ham United,Aaron Cresswell
458,Antonio,Michail,Antonio,19,West Ham United,Michail Antonio
459,Dawson,Craig,Dawson,19,West Ham United,Craig Dawson
460,Lanzini,Manuel,Lanzini,19,West Ham United,Manuel Lanzini
461,Zouma,Kurt,Zouma,19,West Ham United,Kurt Zouma
462,Masuaku,Arthur,Masuaku,19,West Ham United,Arthur Masuaku
463,Coufal,Vladimir,Coufal,19,West Ham United,Vladimir Coufal
464,Benrahma,Saïd,Benrahma,19,West Ham United,Saïd Benrahma
465,Bowen,Jarrod,Bowen,19,West Ham United,Jarrod Bowen
466,Vlasic,Nikola,Vlasic,19,West Ham United,Nikola Vlasic
467,Rice,Declan,Rice,19,West Ham United,Declan Rice
468,Soucek,Tomas,Soucek,19,West Ham United,Tomas Soucek
469,Fornals,Pablo,Fornals Malla,19,West Ham United,Pablo Fornals Malla
471,Johnson,Ben,Johnson,19,West Ham United,Ben Johnson
472,Aguerd,Nayef,Aguerd,19,West Ham United,Nayef Aguerd
473,Areola,Alphonse,Areola,19,West Ham United,Alphonse Areola
509,Downes,Flynn,Downes,19,West Ham United,Flynn Downes
529,Scamacca,Gianluca,Scamacca,19,West Ham United,Gianluca Scamacca
545,Emerson,Emerson,Palmieri dos Santos,19,West Ham United,Emerson Palmieri dos Santos
555,Ashby,Harrison,Ashby,19,West Ham United,Harrison Ashby
556,Coventry,Conor,Coventry,19,West Ham United,Conor Coventry
571,Randolph,Darren,Randolph,19,West Ham United,Darren Randolph
572,Oko-Flex,Armstrong,Oko-Flex,19,West Ham United,Armstrong Oko-Flex
575,Cornet,Maxwel,Cornet,19,West Ham United,Maxwel Cornet
588,Kehrer,Thilo,Kehrer,19,West Ham United,Thilo Kehrer
603,Paquetá,Lucas,Tolentino Coelho de Lima,19,West Ham United,Lucas Tolentino Coelho de Lima
476,Jiménez,Raúl,Jiménez,20,Wolverhampton,Raúl Jiménez
477,Jonny,Jonathan,Castro Otto,20,Wolverhampton,Jonathan Castro Otto
478,Sá,José,Malheiro de Sá,20,Wolverhampton,José Malheiro de Sá
480,Neves,Rúben,da Silva Neves,20,Wolverhampton,Rúben da Silva Neves
481,Hwang,Hwang,Hee-chan,20,Wolverhampton,Hwang Hee-chan
482,Semedo,Nélson,Cabral Semedo,20,Wolverhampton,Nélson Cabral Semedo
483,Podence,Daniel,Castelo Podence,20,Wolverhampton,Daniel Castelo Podence
484,Kilman,Max,Kilman,20,Wolverhampton,Max Kilman
485,Cundle,Luke,Cundle,20,Wolverhampton,Luke Cundle
486,Neto,Pedro,Lomba Neto,20,Wolverhampton,Pedro Lomba Neto
487,Aït-Nouri,Rayan,Aït-Nouri,20,Wolverhampton,Rayan Aït-Nouri
488,Fabio Silva,Fabio,Silva,20,Wolverhampton,Fabio Silva
489,Toti,Toti António,Gomes,20,Wolverhampton,Toti António Gomes
490,Chiquinho,Francisco Jorge,Tomás Oliveira,20,Wolverhampton,Francisco Jorge Tomás Oliveira
491,Adama,Adama,Traoré Diarra,20,Wolverhampton,Adama Traoré Diarra
492,Šarkić,Matija,Šarkić,20,Wolverhampton,Matija Šarkić
494,Mosquera,Yerson,Mosquera Valdelamar,20,Wolverhampton,Yerson Mosquera Valdelamar
503,Moutinho,João Filipe Iria,Santos Moutinho,20,Wolverhampton,João Filipe Iria Santos Moutinho
516,Collins,Nathan,Collins,20,Wolverhampton,Nathan Collins
557,Smith,Jackson,Smith,20,Wolverhampton,Jackson Smith
558,Bueno,Hugo,Bueno López,20,Wolverhampton,Hugo Bueno López
566,Hodge,Joseph,Hodge,20,Wolverhampton,Joseph Hodge
567,Ronan,Connor,Ronan,20,Wolverhampton,Connor Ronan
568,Campbell,Chem,Campbell,20,Wolverhampton,Chem Campbell
579,Guedes,Gonçalo Manuel,Ganchinho Guedes,20,Wolverhampton,Gonçalo Manuel Ganchinho Guedes
589,Matheus,Matheus Luiz,Nunes,20,Wolverhampton,Matheus Luiz Nunes
608,Kalajdžić,Sasa,Kalajdzic,20,Wolverhampton,Sasa Kalajdzic
625,Diego Costa,Diego,Da Silva Costa,20,Wolverhampton,Diego Da Silva Costa
629,Traoré,Boubacar,Traoré,20,Wolverhampton,Boubacar Traoré
657,Fraser,Nathan,Fraser,20,Wolverhampton,Nathan Fraser
658,Griffiths,Harvey,Griffiths,20,Wolverhampton,Harvey Griffiths
664,Lembikisa,Dexter,Lembikisa,20,Wolverhampton,Dexter Lembikisa
